perm	labels	n_tested_glmm	GLMM_sig	Fisher_sig	Wilcox_sig	med_p_glmm	med_p_fisher	ks_glmm	ks_fisher	mins
317	dcdccdccdddc	19751	76	393	0	0.476621837869284	0.594894159589296	2.208336835676e-20	0	2.36
318	dcdccdccddcd	19731	85	345	0	0.489560880593027	0.597814781712471	8.92399167979677e-11	0	2.32
319	dcdccdccdcdd	19710	66	342	0	0.491061782271844	0.601708974654928	7.59242439474798e-07	0	2.23
320	dcdccdcccddd	19618	160	573	0	0.455590459091063	0.573784344934045	2.62135605173842e-56	0	2.25
321	dcdcccddddcc	19459	110	377	0	0.478745504311254	0.587675070028011	1.81049994942414e-23	0	3.23
322	dcdcccdddcdc	19428	100	392	0	0.477961624361618	0.583718241401088	2.06298321528438e-23	0	2.97
323	dcdcccdddccd	19580	113	402	1	0.473759608894498	0.582282883690868	7.0924544341815e-25	0	3.27
324	dcdcccddcddc	19587	114	371	0	0.480691071530953	0.594045134780457	4.81687732018292e-19	0	3.16
325	dcdcccddcdcd	19671	106	347	0	0.489848840859872	0.597386257394861	4.19171355255491e-11	0	3.23
326	dcdcccddccdd	19665	83	348	0	0.48845268502146	0.597121115368712	9.76225263133575e-12	0	3.17
327	dcdcccdcdddc	19660	77	383	0	0.478073444239154	0.598322876926586	1.7383372046756e-18	0	3.46
328	dcdcccdcddcd	19676	88	360	0	0.486574563276158	0.596491654768153	1.69310445076324e-10	0	3.24
329	dcdcccdcdcdd	19699	76	365	0	0.488789404534377	0.603897735678788	3.76390891663532e-12	0	3.22
330	dcdcccdccddd	19617	204	549	0	0.466756818923356	0.587175569303468	5.82745057882666e-39	0	3.25
331	dcdccccddddc	19560	115	436	0	0.473981375416689	0.588665411193228	1.11422505482724e-26	0	3.3
332	dcdccccdddcd	19672	98	396	0	0.48214764783354	0.593154615635262	5.96267345123214e-14	0	3.22
333	dcdccccddcdd	19690	79	398	0	0.484057754121297	0.593440270818257	1.50730205506488e-09	0	3.29
334	dcdccccdcddd	19626	164	516	0	0.461763383451576	0.583786417442723	2.40252823919518e-43	0	3.33
335	dcdcccccdddd	19532	196	588	0	0.453492604992219	0.576949403892519	1.00105854173485e-63	0	3.21
336	dccdddddcccc	19502	159	535	0	0.464168977096728	0.575748675153626	4.04347750582256e-39	0	3.2
337	dccddddcdccc	19587	110	478	0	0.470456829326643	0.583404718083674	3.43310148810235e-27	0	3.2
338	dccddddccdcc	19648	82	382	0	0.487009962673082	0.593062531372006	1.03432968263855e-06	0	3.21
339	dccddddcccdc	19630	92	363	0	0.484855995073259	0.589447597348811	3.52374176176752e-10	0	3.12
340	dccddddccccd	19519	101	388	0	0.484655794313739	0.588926154216623	6.28503397388309e-16	0	3.11
341	dccdddcddccc	19577	162	522	0	0.469748633051594	0.584017515051998	1.25052178949097e-30	0	2.62
342	dccdddcdcdcc	19674	103	402	0	0.492785954548042	0.601305319086424	4.04433859437457e-10	0	2.47
343	dccdddcdccdc	19663	91	377	0	0.48740291097754	0.591644254830067	5.09716852092668e-07	0	2.53
344	dccdddcdcccd	19636	102	385	0	0.488215757515557	0.596766816604826	8.73872440006702e-11	0	2.66
345	dccdddccddcc	19597	87	378	0	0.483772598018914	0.593688621040871	1.27011518646871e-08	0	2.58
346	dccdddccdcdc	19634	112	352	0	0.488173053997183	0.593481634107104	1.92484611171783e-08	0	2.69
347	dccdddccdccd	19559	104	375	0	0.48760671291244	0.596292858259497	1.84433371506336e-11	0	2.7
348	dccdddcccddc	19540	125	459	2	0.471814225103793	0.574748774741785	1.06567593629367e-29	0	2.69
349	dccdddcccdcd	19416	116	444	0	0.476469681029498	0.578342289228711	3.82009930656724e-23	0	2.53
350	dccdddccccdd	19426	128	393	0	0.47735314790279	0.578892451674964	4.92594591178518e-22	0	2.57
351	dccddcdddccc	19616	125	529	1	0.4649364674797	0.580508576508624	5.44575134405141e-38	0	2.68
352	dccddcddcdcc	19742	69	344	0	0.498182994038103	0.606095887098874	9.58496803991726e-05	0	2.75
353	dccddcddccdc	19750	61	327	0	0.492939224032515	0.597021795909687	0.000110380394537263	0	2.71
354	dccddcddcccd	19773	84	340	0	0.492258450986809	0.601924196464136	4.77394181837662e-09	0	2.81
355	dccddcdcddcc	19797	51	313	0	0.501432146309071	0.60676683363963	0.0481172566102121	0	2.76
356	dccddcdcdcdc	19812	44	305	0	0.499365120635927	0.606317082089975	0.00475196129264307	0	2.76
357	dccddcdcdccd	19787	67	331	0	0.499676101501097	0.604612802119615	1.85383832934843e-05	0	2.92
358	dccddcdccddc	19806	57	332	0	0.490816320662296	0.598994544737549	2.5751464214201e-08	0	2.71
359	dccddcdccdcd	19739	71	339	0	0.499692017610579	0.601935196992292	1.38630505891458e-05	0	2.92
360	dccddcdcccdd	19770	65	284	0	0.496348478124079	0.599493107582121	2.05654130146168e-06	0	2.84
361	dccddccdddcc	19686	58	317	0	0.500444168482889	0.602820041465255	0.000149942471970663	0	2.49
362	dccddccddcdc	19742	66	325	0	0.496629597659091	0.599837232712302	0.00257752721940292	0	2.47
363	dccddccddccd	19775	78	350	0	0.498312350504371	0.606288769694375	0.00405142669492997	0	2.64
364	dccddccdcddc	19735	65	343	0	0.494407528229316	0.600149567604295	4.75395814438633e-10	0	2.46
365	dccddccdcdcd	19735	71	344	0	0.501732137947636	0.606823961157022	0.000271372699613683	0	2.46
366	dccddccdccdd	19787	62	289	0	0.50011536931299	0.603393789150783	0.00298107611159053	0	2.51
367	dccddcccdddc	19705	53	322	0	0.485682989147869	0.595156959408524	1.15878320082222e-14	0	2.64
368	dccddcccddcd	19674	78	323	0	0.496886982818242	0.599340359022489	7.89465561148537e-06	0	2.4
369	dccddcccdcdd	19751	61	299	0	0.494584431572876	0.601465201465202	0.00036964547477471	0	2.45
370	dccddccccddd	19501	150	537	0	0.457576961801838	0.564270044129603	1.44760746686063e-49	0	2.43
371	dccdcddddccc	19618	123	511	1	0.464129475597536	0.578564182790543	6.80412856644798e-34	0	2.5
372	dccdcdddcdcc	19752	65	352	0	0.501502662070136	0.602787282175012	0.000309389890672719	0	2.48
373	dccdcdddccdc	19737	69	331	0	0.495284200210189	0.597830367509976	4.80146147869805e-05	0	2.41
374	dccdcdddcccd	19745	88	324	0	0.491543702392093	0.599722655495325	4.17596248046702e-08	0	2.53
375	dccdcddcddcc	19751	62	306	0	0.49830843444911	0.603225952860909	0.0899081378040903	0	2.45
376	dccdcddcdcdc	19780	59	311	0	0.497162863907557	0.607380606305642	0.00775545402772431	0	2.44
377	dccdcddcdccd	19767	69	302	0	0.504923624290467	0.608302848232714	4.88231158470862e-05	0	2.48
378	dccdcddccddc	19767	73	363	1	0.4928796970978	0.597636804733092	1.03204471992749e-05	0	2.41
379	dccdcddccdcd	19648	76	320	0	0.501478810349468	0.598674832589003	0.000214175596665193	0	2.43
380	dccdcddcccdd	19730	87	302	0	0.499974543018922	0.60146194184014	1.13081127282865e-05	0	2.41
381	dccdcdcdddcc	19673	87	343	0	0.493929963140036	0.598557574616015	9.81921232647644e-07	0	2.4
382	dccdcdcddcdc	19699	70	347	0	0.492250419419222	0.599111493138187	2.42204048042164e-05	0	2.4
383	dccdcdcddccd	19742	77	348	0	0.496345270729348	0.605306281484821	9.38615362986919e-06	0	2.65
384	dccdcdcdcddc	19706	84	361	0	0.487469666545631	0.591364744368368	2.67456727571567e-10	0	2.45
385	dccdcdcdcdcd	19683	76	332	0	0.497492296235079	0.599063828601684	6.14898025130305e-05	0	2.45
386	dccdcdcdccdd	19751	76	302	0	0.496083497728599	0.60103910129081	0.00051171440751683	0	2.44
387	dccdcdccdddc	19666	98	356	0	0.478208861265371	0.586818641419248	2.07943911831219e-15	0	2.62
388	dccdcdccddcd	19593	98	315	0	0.487993661327214	0.592202785895386	1.21519451843351e-07	0	2.39
389	dccdcdccdcdd	19698	83	320	0	0.494438602266902	0.602425896480894	4.31834130967813e-06	0	2.43
390	dccdcdcccddd	19360	182	536	0	0.457847058667947	0.559925894064254	2.55536740050391e-55	0	2.36
391	dccdccddddcc	19526	89	376	0	0.491823114676411	0.593150729266594	3.21222935181151e-11	0	2.58
392	dccdccdddcdc	19658	76	335	0	0.485775376779423	0.593159065628476	3.35119632681933e-14	0	2.48
393	dccdccdddccd	19705	94	376	0	0.484450875043732	0.592827939298966	1.04738042288243e-12	0	2.44
394	dccdccddcddc	19694	94	360	0	0.490980559266465	0.5966339655173	1.13837961867479e-09	0	2.51
395	dccdccddcdcd	19705	92	353	0	0.498325158562726	0.601480489792465	4.36103147769223e-05	0	2.45
396	dccdccddccdd	19763	76	320	0	0.49580535498519	0.601060356722779	2.76509161043682e-05	0	2.49
397	dccdccdcdddc	19734	77	325	0	0.488135092509169	0.599676323328897	3.1869932212146e-08	0	2.49
398	dccdccdcddcd	19717	89	322	0	0.49754564729662	0.60168458844364	0.000582768911564332	0	2.51
399	dccdccdcdcdd	19811	86	321	0	0.502751505558871	0.612420182219035	3.66504774689778e-06	0	2.49
400	dccdccdccddd	19598	158	523	0	0.471534192064752	0.584081713144551	4.56230170465293e-27	0	2.38
401	dccdcccddddc	19560	102	374	0	0.480880958727325	0.586079569708871	1.69565958588373e-20	0	2.08
402	dccdcccdddcd	19642	85	368	0	0.490673123151452	0.594533403932173	8.05075423921005e-08	0	2.06
403	dccdcccddcdd	19737	72	336	0	0.491031770171524	0.598396927444268	1.13933225382681e-05	0	2.26
404	dccdcccdcddd	19551	130	505	0	0.465092069939357	0.575504756627143	1.70620948714496e-34	0	2.06
405	dccdccccdddd	19466	158	532	0	0.45962862312887	0.571322838770635	4.97316471780088e-49	0	2.05
406	dcccdddddccc	19559	155	609	1	0.444901854195843	0.559934642540026	1.0088787480762e-77	0	2.1
407	dcccddddcdcc	19694	69	360	0	0.487316538048554	0.597800825419334	4.90814991871253e-07	0	2.28
408	dcccddddccdc	19722	87	352	0	0.487002493679955	0.592993079204863	8.29979364538345e-10	0	2.09
409	dcccddddcccd	19773	93	378	0	0.484510834543351	0.594372271599173	5.45804224240194e-17	0	2.13
410	dcccdddcddcc	19775	48	352	0	0.491579026439851	0.601444429760804	3.65965809734139e-05	0	2.1
411	dcccdddcdcdc	19805	77	357	0	0.493109130147404	0.601140484661574	4.20568772154611e-05	0	2.14
412	dcccdddcdccd	19802	85	378	0	0.489388249288619	0.598425085372258	9.1437509262433e-12	0	2.12
413	dcccdddccddc	19745	67	337	0	0.494952212200028	0.60146194184014	8.82220562088036e-05	0	2.14
414	dcccdddccdcd	19705	64	328	0	0.500919187673016	0.603687339898318	3.88149278919656e-05	0	2.14
415	dcccdddcccdd	19734	82	304	0	0.497233500624455	0.599507389237243	0.0012328099888293	0	2.1
416	dcccddcdddcc	19681	64	370	0	0.48486477978816	0.593958007755955	1.23525301887685e-11	0	2.11
417	dcccddcddcdc	19705	96	382	0	0.485803865087502	0.588268718476645	1.05182071983773e-08	0	2.08
418	dcccddcddccd	19755	101	405	0	0.483680558394679	0.596248532694155	2.15179215934193e-12	0	2.15
419	dcccddcdcddc	19686	77	327	0	0.492282402499675	0.599594256154097	3.47238368882198e-08	0	2.11
420	dcccddcdcdcd	19697	69	324	0	0.497359031713037	0.604192041935575	1.01082041868704e-05	0	2.07
421	dcccddcdccdd	19754	70	309	0	0.497160873197825	0.602048614071528	0.00753306041611196	0	2.18
422	dcccddccdddc	19663	77	340	0	0.481709187648476	0.592314465178141	6.00973679834305e-14	0	2.27
423	dcccddccddcd	19635	87	320	0	0.487421928953218	0.59243060687507	2.53714236906146e-08	0	2.83
424	dcccddccdcdd	19730	83	330	0	0.492729158804459	0.59678039704092	0.000701301447968164	0	2.22
425	dcccddcccddd	19464	130	500	0	0.467908926269144	0.574957642968864	9.10020792439277e-35	0	2.18
426	dcccdcddddcc	19505	81	396	0	0.483306683936804	0.592953762502818	5.87527344863185e-21	0	2.26
427	dcccdcdddcdc	19603	109	369	0	0.486233658290158	0.58792004363237	5.18997593334098e-17	0	2.32
428	dcccdcdddccd	19707	98	412	0	0.47479327449668	0.585885390746684	1.61947805395069e-22	0	2.26
429	dcccdcddcddc	19618	69	316	0	0.49678402472038	0.604862694069008	2.80161445243045e-06	0	2.31
430	dcccdcddcdcd	19676	67	322	0	0.500297766899112	0.608575792161973	0.000152137260067242	0	2.17
431	dcccdcddccdd	19764	67	289	0	0.502257026061221	0.605555047490295	0.000560312905642624	0	2.27
432	dcccdcdcdddc	19700	69	308	0	0.498405252817317	0.607091451988425	1.37438143346988e-07	0	2.25
433	dcccdcdcddcd	19733	78	323	0	0.497921409274986	0.602742925680188	0.00122326794977888	0	2.22
434	dcccdcdcdcdd	19820	53	296	0	0.50325110998621	0.611049748327672	0.000578055793496753	0	2.33
435	dcccdcdccddd	19661	99	431	0	0.486732497151007	0.596775403649186	2.27369677826082e-15	0	2.24
436	dcccdccddddc	19520	77	317	0	0.490888447235253	0.594530181795728	1.84551275444974e-13	0	2.24
437	dcccdccdddcd	19629	82	331	0	0.495705161281346	0.599954483450173	4.42967830850173e-07	0	2.16
438	dcccdccddcdd	19728	75	315	0	0.496375144870269	0.601250430174793	0.000332888364543042	0	2.24
439	dcccdccdcddd	19544	89	408	0	0.48099606479579	0.591488413051639	1.05253983583202e-15	0	2.2
440	dcccdcccdddd	19500	102	415	0	0.471022694920558	0.582857135992831	1.7668122090657e-26	0	2.23
441	dccccdddddcc	19514	78	388	0	0.486337090611943	0.592943289289461	7.98543564239295e-19	0	2.44
442	dccccddddcdc	19641	96	362	0	0.485324879655617	0.588980576627155	6.43031945185001e-18	0	2.69
443	dccccddddccd	19713	86	404	0	0.482305729660816	0.59292587786262	2.60466478888425e-21	0	3.08
444	dccccdddcddc	19621	71	325	0	0.500522494355962	0.603666754079106	5.88183959866485e-05	0	2.39
445	dccccdddcdcd	19671	61	306	0	0.500369868816003	0.603321355792776	0.00151508977445682	0	2.74
446	dccccdddccdd	19780	66	279	0	0.503305633110163	0.606188444485892	0.00117828458660478	0	2.8
447	dccccddcdddc	19680	74	323	0	0.494007458356216	0.603391364720969	0.000251590686722993	0	2.79
448	dccccddcddcd	19683	66	305	0	0.502496139231071	0.605922816206239	0.00623555029111855	0	2.36
449	dccccddcdcdd	19780	67	284	0	0.507436408676987	0.612841375369936	0.00156911796763747	0	2.7
450	dccccddccddd	19605	105	420	0	0.48643947326029	0.595298413116452	7.81779116352766e-11	0	2.63
451	dccccdcddddc	19507	91	346	0	0.480307672569158	0.58762408989034	6.53279567349669e-19	0	2.83
452	dccccdcdddcd	19617	72	333	1	0.490451038604758	0.594571694435842	1.72717290499709e-09	0	2.73
453	dccccdcddcdd	19715	76	312	0	0.494744234140015	0.599873087709558	5.89382962242017e-05	0	2.48
454	dccccdcdcddd	19546	97	393	0	0.47778684003885	0.585486211901306	2.18799650168813e-18	0	2.76
455	dccccdccdddd	19422	125	444	0	0.467175057983622	0.57866682435277	1.17881729296618e-33	0	2.59
456	dcccccdddddc	19170	124	430	0	0.475350461857808	0.584947907659945	4.86406764198942e-30	0	2.51
457	dcccccddddcd	19334	112	408	0	0.479609164019136	0.58546861094983	2.86504159792803e-20	0	2.73
458	dcccccdddcdd	19567	121	387	0	0.479355637397767	0.588608718603048	6.81205494872892e-17	0	2.62
459	dcccccddcddd	19369	155	472	0	0.478077610902011	0.588691603991763	7.0295624808538e-22	0	2.47
460	dcccccdcdddd	19407	162	477	0	0.474908915649193	0.591138266389512	1.95012711717852e-24	0	2.55
461	dccccccddddd	19173	178	517	0	0.461171603730158	0.572470130167577	7.01820512153708e-44	0	3.44
